LocName,LocatieLocalitate,LocatieDescriere
388. Mănăstirea Cernica,Cernica IF,"Ctitorie a marelui vornic Cernica Ştirbei şi a soţiei sale Chiajna Mănăstirea Cernica este atestată documetar din 1608 în timpul domniei lui Radu Vodă Şerban fiul lui Mihnea Vodă. În acel an Vornicul Cernica Știrbei a construit o biserică din lemn cu hramul „Sfântului Nicolae” refăcând un vechi schit și înzestrându-l cu pământuri păduri și sate. Cercetări arheologice mai recente au demonstrat că această ctitorie a fost pusă pe locul unei așezări monahale mai vechi pierdute în desișurile codrilor Colentinei. Denumită la începuturi Grădiștea Floreștilor mănăstirea și-a schimbat numele adoptându-l pe cel al întemeietorului ei nume pe care îl păstrează și astăzi. Așezarea s-a dezvoltat de la mica obște de călugări zidită pe ostrovul „Sf. Nicolae” în mijlocul unui lac ajungând complexul mănăstiresc de astăzi întins până pe ostrovul „Sf. Gheorghe”.
Vechea biserică cu hramul „Sf. Nicolae” a vornicului Cernica Știrbei a fost adaptată de către stareții ce s-au succedat de-a lungul timpului însă actuala biserică a fost construită după cutremurul din 1802 de către starețul Timotei fiind terminată abia prin anul 1815 în timpul domnitorului Ion Gheorghe Caragea. În forma inițială ea avea 8 turle și un pridvor deschis pictura interioară fiind realizată de zugravul Fotache unul dintre ultimii meșteri ai picturii medievale. După cutremurele din 1838-1840 fiind foarte grav afectată biserica a fost refăcută în mai multe rânduri ultima mare restaurare fiind cea din 1965-1967 prin grija patriarhului Iustinian.
Cea de-a doua biserică din ostrovul „Sf. Nicolae” este biserica „Sf. Lazăr” operă a starețului Gheorghe din anul 1804. De dimensiuni reduse cu decorațiuni exterioare bogate din piatră sculptată și cu interiorul pictat de I. Keber și Frujinescu biserica „Sf. Lazăr” reprezintă o adevărată bijuterie asimetrică zveltă cu plan trilobat două coloane la intrare și scară pe stânga. Este o biserică de cimitir la demisol aflându-se camera mormintelor.
În vremea Sf. Ierarh Calinic au fost ridicate pe ostrovul „Sf. Gheorghe” zidurile împrejmuitoare - cu o arhitectură tipică zonelor de câmpie biserica „Sf. Gheorghe” clădirea stăreției și aproape toate casele și chiliile iar pentru îngrijirea călugărilor bolnavi s-a construit o bolnită. Înălțată între anii 1831-1832 biserica cu hramul „Sf. Gheorghe” este ctitoria Sfântului Calinic și a arhiereului Ioanichie Stratonichias. A fost distrusă la scurt timp de cutremurul din 1838 și rezidită apoi în 1842 sub domnia lui Alexandru Ghica. A fost restaurată în perioada 1965-1967 de Patriarhul Iustinian împreună cu tot ansamblul mănăstiresc. Pictura din interiorul bisericii este realizată de zugravul Adam în pronaos aflându-se portretele în ulei ale ctitorilor Calinic și Ioanichie Stratonichias acestea fiind opera pictorului Sava Hentia.
Iubitor de cultură Sf. Ierarh Calinic a pus și bazele unei valoroase biblioteci și a deschis aici și o școală de pictură bisericească. Vechea chilie în care a trăit acesta este acum casă memorială și se află pe ostrovul „Sf. Gheorghe” de pe lacul Cernica. Păstrează obiecte vechi ce i-au aparținut marelui staret.
Mănăstirea Cernica adăugată pe lista monumentelor istorice a României cu codul LMI: IF-II-a-B-15300 este situată la vreo 12 km de București în comuna Cernica județul Ilfov. Se poate ajunge aici pe DN3 dinspre București mergând spre est până în comuna Pantelimon iar apoi spre dreapta până în comuna Cernica. Se află pe DJ 301 - Șoseaua Cernica.
"
389. Mănăstirea Cheia,Cheia PH,Mănăstire de călugări cu hramul Sfânta Treime situată pe malul drept al pârâului Tâmpa.
390. Mănăstirea Chiajna,Bucureşti B,Mănăstirea Chiajna este un monument istoric aflat la marginea Bucureștiului la limita cartierului Giulești-Sârbi. Construcția Mănăstirii Chiajna a început în timpul domniei lui Alexandru Vodă Ipsilanti (1774–1782) și a fost finalizată în timpul domnului fanariot Nicolae Mavrogheni (1786–1790). A fost construită în stil neoclasic având la acea vreme dimensiuni foarte mari: 43 metri lungime și 17 înălțime cu ziduri groase de 1 și 2 metri. Urma să fie unul dintre cele mai importante lăcașuri de cult românești ale vremii. totuşi lucrurile au făcut că aceasta să nu se întâmple niciodată. Legendele spun că biserica ar fi blestemată sau că preoții nu au slujit niciodată în ea fiind bombardată de către turci chiar înainte de sfințire. Aceștia au crezut că acolo ar fi fost mai degrabă o cetate și din acest motiv au încercat să o distrugă şi toate documentele mănăstirii au ars în întregime. Cu toate acestea construcția a rămas în picioare. Deși ruina a rezistat parțial la bombardamentul turcilor a rămas foarte fragilă cupola ei căzând la cutremurul din 1977. Astăzi la fiecare câteva minute pe deasupra bisericii trec avioane la o altitudine foarte joasă. Din acest motiv dar mai ales pentru că este amplasată la mai puțin de 20 de metri de calea ferată București – Craiova mănăstirea se prăbuşeşte cărămidă cu cărămidă. Unii arhitecți sunt de părere că mănăstirea poate fi restaurată pentru că o biserică ridicată din temelii ar fi mai costisitoare pe când reprezentanții bisericii susțin că o construcție nouă ar fi mai accesibilă însă imposibil de realizat clădirea fiind protejată prin statutul de monument istoric. Prin anii 1948 autoritățile comuniste au refuzat cererea episcopului Antim Nica de a se restaura mănăstirea iar astăzi ruinele sale sunt obiectul multor şedinţe foto impresionând mai ales prin dimensiunile sale uriașe sunt un loc iubit de alpinişti aceştia escaladând zidurile mari dar şi un decor ideal pentru filmări de videoclipuri sau scene de film. În aprilie 2011 ruinele mănăstirii au fost revendicate de Biserica Ortodoxă și se intenționează restaurarea ei. Mănăstirea Chiajna a câştigat trofeul Wiki Loves Monuments 2011 – concurs european de fotografie ce are ca temă promovarea monumentelor istorice.
391. Mănăstirea Corbii de Piatră,Jgheaburi AG,"Mănăstirea este un ansamblu (parțial) rupestru din secolul XIV reînființat în anul 1512 în perioada domnitorului Neagoe Basarab (1512-1521). Biserica mănăstirii este săpată în stâncă (gresie). Lângă biserică săpat tot în stâncă se află trapeza mînîstirii sala de mese a mănăstirii un spațiu dăltuit la rându-i în stâncă despre care tradiția afirmă că a fost folosit de Neagoe Basarab ca tribunal în aer liber pentru a face judecăți publice. Este situată la 400 m de centrul comunei Corbi pe malul stâng al Râului Doamnei (județul Argeș). Această localitate este atestată ca fiind locul de baștină al Corvineștilor. În prezent încă se mai pot observa în zonă ruinele castelului lui Voicu tatăl lui Ioan Corvin. Biserica rupestră de la Corbii de Piatră a fost săpată în peretele masiv de stâncă înalt de circa 30 m și lung de 145 m.
În 1897 în timpul slujbei de Înviere peretele vestic al naosului s-a surpat nerănind pe nimeni. În vara aceluiași an credincioșii au adus niște meșteri italieni cioplitori în piatră de la Albeștii de Mușcel pentru a reconstrui peretele surpat. Biserica este deosebit de valoroasă nu numai prin felul în care a fost implantată în stâncă ci și prin pictura care o împodobește despre care specialiștii afirmă că este în cea mai pură tradiție bizantină datând din secolul al XIV-lea sau chiar mai devreme. Sfântul lăcaș era cunoscut în vechime și sub numele de mănăstirea de la Meriș sau mănăstirea Meriș.
Inițial biserica avea 2 altare pe un singur naos caracteristică prin care biserica rupestră este unică la noi în țară.
Deasupra peretelui vestic al bisericii rupestre este amplasată o cruce de tip latin cu capitel piramidal detașabil de la anul 1761. La aproximativ 280 m de biserică se află piatra și stânca haiducului corbean Zdrelea."
392. Mănăstirea Crișan,Crişan HD,La intrarea în satul Crişan aşezată între dealuri şi păduri ne întâmpină Mănăstirea Crişan reconstruită în 1992 pe urmele vechii mănăstiri care a dăinuit aici între anii 1550 şi 1800. Biserica a fost construită din piatră şi cărămidă fiind pictată de două ori de-a lungul timpului. Ultima pictură a fost realizată de acelaşi pictor care a realizat şi pictura bisericii de la Mănăstirea Prislop. Construcţia trifaţă (în cruce) era specifică bisericilor din Ţara Românească prezenţa acestui tip de construcţie la Crişan dovedind relaţiile strânse pe care le aveau românii de aici şi din întreaga Transilvanie cu cei de la sud de Carpaţi.
393. Mănăstirea Curtea de Argeş,Curtea de Argeş AG,"Ansamblul cuprinde biserica episcopală unul dintre cele mai celebre monumente de arhitectură din Țara Românească. În apropierea mănăstirii Curtea de Argeș se află fântâna meșterului Manole constructorul legendar al ctitoriei lui Neagoe Basarab eroul mai multor balade populare.
Balada Monastirea Argeșului spune că meșterul Manole și-a zidit în zidurile acestei magnifice mănăstiri soția (Ana) deoarece în mod inexplicabil tot cea ce era construit în timpul zilei se dărâma noaptea. Tot legenda dă o explicație și pentru fântâna meșterului Manole: când domnitorul a văzut această măreață construcție i-a întrebat pe cei zece meșteri dacă pot construi o mănăstire și mai frumoasă decât aceasta. Aceștia răspunzând afirmativ domnitorul pentru a împiedica posibila construcție a unei mânăstiri mai frumoase a poruncit ca schelele pe care erau urcați meșterii să fie dărâmate și astfel cei ""zece meșteri mari calfe și zidari” au rămas blocați pe acoperiș. Ei și-au făcut aripi din șindrile și s-au aruncat de pe acoperișul mănăstirii sperând să ajungă jos nevătămați dar toți au murit. În locul unde s-a prăbușit meșterul Manole a apărut un izvor - fântâna meșterului Manole.
Mănăstirea este la ieşirea din Curtea de Argeş spre Transfăgărăşan."
394. Mănăstirea Dervent,Galița CT,Mănăstirea Dervent este o mănăstire ortodoxă situată în satul Galița. Nu se poate spune când a fost înfiinţat primul aşezământ monahal în această zonă dar izvoarele istorice consemnează apariţia Derventului în secolul al IX-lea întemeiată de călugări autohtoni aparţinând de eparhia Tomisului şi Durostorumului.
395. Mănăstirea dintr-un lemn,Frânceşti VL,"La sud-vest de Râmnicu Vâlcea – Horezu se alfă mănăstirea care se spune că a fost făcută din trunchiul unui singur stejar.  Legendele spun că ori un călugăr ori un cioban a visat icoana Fecioarei Maria şi icoana se afla în scorbura unul stejar secular. Stejarul a fost tăiat şi din lemnul lui s-a făcut o bisericuţă iar icoana se află şi acum în biserica de lemn de la Frânceşti. Ce e de remarcat e că icoana are 1.5 metri pe 1 metru. Legenda ar putea fi legată de anii 1600.
În realitate legendele apariției și construirii așezământului monahal sunt o parte din adevăr însă prima mențiune documentară apare la 20 aprilie 1635. O mărturie importantă scrisă este a lui Matei Basarab din 27 noiembrie 1640 la ridicarea bisericii din piatră. Acesta nota că a zidit mănăstirea ""de isnoavă de""ntemei"" înșirând mănăstirile pe care le-a întemeiat. O pisanie din 1715 cuprinsă apoi în hrisovul bisericii de piatră în anul 1804 confirmă că Matei Basarab este cel care a construit mănăstirea."
396. Mănăstirea Frasinei (doar bărbaţii),Râmnicu Vâlcea VL,"Mănăstirea Frasinei este situată la doar 17 km. de Rm.Vâlcea. 
 Viață monahală de aici se călăuzește după cea de la Sfântul Munte ATHOS  
 Cele mai puternice exorcizări din România au loc la MĂNĂSTIREA FRASINEI-VÂLCEA. În această Sfântă Mânăstire femeile nu au acces. Cele care s-au încumetat să pătrundă aici în straie bărbătești au dispărut tragic. 
 Femeile se roagă la ""Bisericuța de Jos"". Aici se petrec cele mai mari minuni. "
397. Mănăstirea Horezu (Patrimoniul UNESCO),Horezu VL,"Mănăstirea Hurezi (sau Horezu) este unul din cele mai importante complexe monahale din Valahia (Muntenia). O capodoperă a stilului brâncovenesc și o excelentă sinteză artistică Mănăstirea constituie prin arhitectura sculptura şi pictura sa unul din cele mai reprezentative monumente ale epocii brâncoveneşti o perioadă de mare înflorire culturală a Valahiei. Este probabil cel mai vast şi somptuos complex monahal din cele ridicate în sud-estul Europei la sfârşitul secolului al XVII-lea fiind ridicat după tipicul marilor mănăstiri de pe muntele Athos organizat în jurul catoliconului izolat de propria-i incintă lângă care se află un rând de schituri. Structura complexului urmează modelul regulat al stilului renascentist impunând o anumită simetrie pe axa est - vest: biserica mare în centrul incintei paraclisul situat deasupra refectoriului şi în exterior în partea de răsărit „Bolniţa” iar în partea de apus schitul „Sfântul Ştefan”. Pentru a completa structura nord-estică în formă de cruce a fost înălţat schitul „Sfinţilor Apostoli” iar spre sud-est a fost ridicată Biserica „Sfinţilor Îngeri”.
Ctitorită în 1690 - „într-al doilea an al domniei noastre pus-am temelie și am început a zidi mănăstire” - şi bogat înzestrată de către domnitorul Constantin Brâncoveanu (1688-1714) Mănăstirea Horezu se remarcă mai ales prin puritate şi echilibru arhitectural prin bogăţia de ornamente sculptate prin viziunea compoziţională de inspiraţie religioasă prin portretele votive şi elementele decorative pictate. Păstrarea intactă a valorilor sale pictura murală foarte bine păstrată în starea sa iniţială inscripţiile pictate şi sculptate piesele inventarului mobil original: iconostasuri obiecte liturgice candelabre icoane etc. unicitatea stilistică a complexului monahal integral conservată dar și asigurarea continuității lor au făcut ca în anul 1993 obiectivul să fie inclus în Patrimoniul Mondial Unesco.
Mănăstirea este situată în mijlocul unui cadru pitoresc de coline împădurite pe valea râului Romanii de Jos în satul ce se numea la acea vreme Hurezi (astăzi satul Romanii de jos orașul Horezu) din județul Vâlcea și este și punct de start al unui traseu spre Mănăstirea Bistriţa - Parcul Naţional Buila Vânturariţa şi de la Bistriţa spre Mănăstirea Arnota."
398. Mănăstirea Jitianu,Podari DJ,Secolul XV rezidită de domnița Bălașa
399. Mănăstirea Lainici,Bumbeşti Jiu GJ,Mănăstirea pe defileul Jiului. Tradiţional se crede că prima mănăstire aici ar fi fost întemeiată în secolul XIV dar oficial apare în documente abia din a doua jumătate a sec. al XVII-lea.
400. Mănăstirea Moldoviţa UNESCO,Vatra Moldoviţei SV,Mănăstirea Moldoviţa este una din vechile aşezări călugăreşti cu un important şi glorios trecut istoric străjuitoare de veacuri la hotarul Moldovei de nord situată în comuna Vatra Moldoviţei la o distanţă de circa 15 km de comuna Vama.
401. Mănăstirea Neamţ,Vânători-Neamț NT,"După ce lăsăm în urmă ultimele case din Vânători şi străbatem ""Braniştea"" în care au crescut în egală măsură copaci şi legende abandonăm şoseaua principală îndreptându-ne spre rezervaţia ""Dragoş Vodă"" (DJ 155 C) şi mai departe către Mănăstirea Neamţ cea mai veche şi cea mai importantă aşezare monastică a Moldovei. "
402. Mănăstirea Peri Săpânţa,Săpânţa MM,Mănăstirea Săpânţa-Peri situată in apropierea localităţii Săpânţa. Distrusă in 1703 Mănăstirea Săpânţa-Peri a fost reconstruită la finalul secolului 20 începutul secolului 21 în Parcul Dendrologic Livada nu departe de locaţia originală - care astăzi se află în Ucraina.
403. Mănăstirea Prislop,Silvașu de Sus HD,Mănăstirea Prislop reprezintă unul din cele mai importante așezăminte religioase ortodoxe din Transilvania şi este situată în apropierea satului Silvașu de Sus din județul Hunedoara la aproximativ 13 km de Haţeg. Este datată spre sfârșitul secolului XIII și începutul secolului XIV de aproape șapte secole păstrând vie credinţa ortodoxă a românilor de pe aceste meleaguri.
